Employee Name;Building;Department;SS#;Phone;Status;Hire Date;Month;Years;Benefits; Comp. ;Job Rating;;;;;;
Little, Steve;South;Quality Control;230-19-2897;(252) 526-1239;Full Time;09/10/2012;October; 8 ; DM ; 68.860 ;2;;;;;;
Livingston, Lynette;North;Process Development;210-17-3249;(252) 578-0571;Contract;11/05/1997;May; 23 ;; 32.650 ;1;;;;;;
Lloyd, John;South;Manufacturing;993-38-3806;(252) 181-0581;Hourly;15/07/2003;July; 17 ;; 37.612 ;4;;;;;;
Logan, Karen;Main;Manufacturing;829-21-6164;(252) 498-2487;Contract;21/01/2013;January; 8 ;; 84.170 ;2;;;;;;
Long, Gary;West;Manufacturing;328-78-7467;(919) 489-7618;Hourly;21/10/2011;October; 9 ;; 14.416 ;4;;;;;;
Lopez, Stephen;South;Manufacturing;177-33-2873;(919) 591-5044;Full Time;25/06/2004;June; 16 ; DMR ; 40.060 ;3;;;;;;
Bradley, David;Main;Executive Education;907-49-1320;(252) 572-4528;Half-Time;30/04/2004;April; 16 ; D ; 42.905 ;1;;;;;;
Ellis, Brenda;Main;Executive Education;863-16-1920;(252) 374-8373;Full Time;25/07/2003;July; 17 ; R ; 50.110 ;1;;;;;;
Lowery, Charles;North;Engineering/Maintenance;349-97-9288;(919) 462-9972;Full Time;20/02/2006;February; 15 ; R ; 28.650 ;4;;;;;;
Lucas, John;Main;Process Development;960-96-7007;(919) 469-4995;Contract;21/01/2005;January; 16 ;; 30.300 ;1;;;;;;
Luna, Rodney;North;Manufacturing;378-28-1658;(919) 670-5508;Contract;10/01/2009;January; 12 ;; 39.300 ;2;;;;;;
Lynch, Scott;South;Quality Control;733-35-8713;(919) 664-8050;Contract;16/07/2001;July; 19 ;; 87.830 ;2;;;;;;
Lyons, Brian;Main;Quality Assurance;627-97-7314;(252) 152-5844;Full Time;21/06/1997;June; 23 ; D ; 86.240 ;1;;;;;;
Mack, Barry;North;Quality Control;892-04-0187;(252) 487-7123;Full Time;29/08/1998;August; 22 ; R ; 87.220 ;1;;;;;;
Maldonado, Robert;North;Manufacturing;337-94-3008;(252) 125-7896;Full Time;03/03/2007;March; 14 ; DMR ; 28.970 ;3;;;;;;
Malone, Daniel;West;Peptide Chemistry;550-29-1321;(919) 252-9195;Contract;25/06/2003;June; 17 ;; 72.480 ;2;;;;;;
Fischer, David;North;Executive Education;195-24-5117;(919) 345-1072;Hourly;16/06/2002;June; 18 ;; 12.676 ;2;;;;;;
Manning, John;North;Manufacturing;114-00-5397;(252) 469-4617;Contract;31/01/2012;January; 9 ;; 63.850 ;2;;;;;;
Marks, LaReina;North;Operations;643-27-2576;(252) 225-6131;Hourly;22/12/1995;December; 25 ;; 36.844 ;4;;;;;;
Marquez, Thomas;Main;Project & Contract Services;387-13-1597;(919) 196-3194;Contract;19/07/1996;July; 24 ;; 52.750 ;1;;;;;;
Marsh, Cynthia;South;Quality Assurance;531-65-4742;(919) 577-0085;Full Time;05/04/2008;April; 12 ; DMR ; 29.210 ;5;;;;;;
Marshall, Anita;Main;Engineering/Maintenance;631-40-5285;(252) 749-1979;Full Time;31/07/1996;July; 24 ; R ; 85.920 ;4;;;;;;
Greer, Brian;Watson;Executive Education;434-92-7073;(252) 844-0900;Full Time;07/10/2007;October; 13 ; M ; 39.740 ;1;;;;;;
Martinez, Kathleen;Main;Logistics;625-53-1462;(252) 755-3017;Full Time;17/11/2006;November; 14 ; DMR ; 42.480 ;3;;;;;;
Mason, Suzanne;Main;Quality Control;693-21-4759;(919) 268-3895;Full Time;06/05/1997;May; 23 ; DM ; 62.780 ;3;;;;;;
Gross, Davin;Taft;Executive Education;843-87-5501;(252) 271-5355;Contract;01/11/2003;November; 17 ;; 32.940 ;5;;;;;;
Mathews, Marcia;Main;Quality Assurance;277-92-5508;(252) 658-4511;Full Time;20/08/2001;August; 19 ; R ; 66.440 ;3;;;;;;
Mathis, Shari;Main;Quality Assurance;644-48-9557;(252) 653-2463;Full Time;21/05/2003;May; 17 ; DM ; 78.950 ;1;;;;;;
Matthews, Diane;Main;Peptide Chemistry;788-83-2967;(252) 191-9147;Hourly;28/08/2001;August; 19 ;; 35.312 ;3;;;;;;
Maxwell, Jill;Taft;Operations;154-98-4918;(252) 157-5684;Full Time;02/04/1996;April; 24 ; DMR ; 22.900 ;1;;;;;;
May, Steve;Watson;Operations;506-16-5137;(919) 361-3417;Full Time;13/07/2014;July; 6 ; R ; 44.150 ;4;;;;;;
Maynard, Susan;Main;Engineering/Maintenance;639-31-4672;(919) 191-9478;Half-Time;02/12/2002;December; 18 ; D ; 23.380 ;4;;;;;;
McBride, Grazyna;South;Manufacturing;647-55-2282;(919) 339-2642;Contract;08/08/1998;August; 22 ;; 35.460 ;3;;;;;;
McCall, Keith;Watson;Research/Development;495-37-2474;(919) 413-7278;Half-Time;16/11/2004;November; 16 ; DMR ; 31.250 ;2;;;;;;
McCarthy, Ryan;North;Process Development;959-56-8761;(919) 474-4493;Full Time;22/05/1996;May; 24 ; M ; 61.470 ;5;;;;;;
McClain, Steven;Main;Engineering/Maintenance;831-18-8207;(919) 212-1334;Full Time;01/10/2006;October; 14 ; DMR ; 71.950 ;5;;;;;;
McClure, Gary;North;Quality Control;151-53-2569;(252) 520-2015;Contract;05/11/2015;November; 5 ;; 55.510 ;3;;;;;;
McConnell, Justin;West;Quality Control;667-74-5362;(252) 295-2173;Contract;23/07/2013;July; 7 ;; 86.040 ;5;;;;;;
McCormick, Hsi;North;Quality Control;144-72-2757;(919) 606-0038;Contract;04/09/1996;September; 24 ;; 57.500 ;1;;;;;;
McCoy, Preston;North;Engineering/Maintenance;856-21-5418;(252) 616-8483;Hourly;31/12/2004;December; 16 ;; 30.080 ;3;;;;;;
McCullough, Scott;West;Engineering/Maintenance;580-96-0042;(919) 752-8456;Contract;04/09/2011;September; 9 ;; 62.150 ;4;;;;;;
McDaniel, Tamara;Taft;Quality Control;995-59-0510;(919) 183-8930;Contract;19/01/2016;January; 5 ;; 42.990 ;4;;;;;;
McDonald, Debra;Watson;Quality Assurance;733-88-1041;(252) 407-2342;Hourly;16/11/2004;November; 16 ;; 15.552 ;4;;;;;;
McDowell, Scott;North;Project & Contract Services;115-40-4531;(252) 263-6321;Half-Time;20/04/2009;April; 11 ; R ; 32.900 ;2;;;;;;
McGee, Carol;Main;Operations;649-23-4799;(252) 158-8597;Full Time;16/11/2014;November; 6 ; R ; 45.260 ;4;;;;;;
McGuire, Rebecca;Main;Quality Control;317-74-9924;(919) 344-1810;Contract;24/10/1997;October; 23 ;; 63.290 ;5;;;;;;
McIntosh, Jeremy;Main;Project & Contract Services;462-65-0472;(252) 127-6517;Contract;28/03/1996;March; 24 ;; 79.380 ;1;;;;;;
McKee, Michelle;Main;Peptide Chemistry;397-83-5298;(919) 679-5200;Contract;28/04/2015;April; 5 ;; 75.100 ;4;;;;;;
McKenzie, Michelle;North;Manufacturing;948-48-0407;(919) 144-9596;Contract;29/10/2007;October; 13 ;; 61.370 ;3;;;;;;
McKinney, Chris;Main;Engineering/Maintenance;504-73-5443;(919) 162-9556;Contract;31/01/2003;January; 18 ;; 63.340 ;3;;;;;;
McLaughlin, Edward;West;Quality Assurance;426-01-4550;(252) 288-9182;Full Time;06/11/2001;November; 19 ; D ; 62.965 ;1;;;;;;
McLean, Richard;North;Project & Contract Services;468-23-4190;(252) 156-9304;Full Time;28/01/2001;January; 20 ; D ; 72.640 ;3;;;;;;
Medina, Warren;Watson;Project & Contract Services;239-84-7790;(252) 404-5531;Contract;18/05/2004;May; 16 ;; 71.300 ;5;;;;;;
Melton, Scott;Main;Manufacturing;708-10-8747;(919) 252-0526;Full Time;02/09/2008;September; 12 ; DMR ; 75.176 ;3;;;;;;
Mendez, Max;Main;Project & Contract Services;959-75-0235;(252) 848-8350;Full Time;05/09/2014;September; 6 ; DMR ; 54.190 ;4;;;;;;
Mendoza, Bobby;West;Engineering/Maintenance;365-11-7800;(252) 412-5146;Full Time;19/09/2008;September; 12 ; DMR ; 66.890 ;5;;;;;;
Mercado, David;North;Operations;385-07-4661;(252) 745-1745;Full Time;09/04/2000;April; 20 ; D ; 66.920 ;2;;;;;;
Merritt, Kevin;Main;Engineering/Maintenance;436-69-3732;(252) 407-7699;Full Time;28/07/2006;July; 14 ; M ; 62.790 ;2;;;;;;
Hernandez, Glenn;Main;Executive Education;469-59-1073;(252) 332-7522;Full Time;26/05/2006;May; 14 ; M ; 61.150 ;4;;;;;;
Meyers, David;Taft;Manufacturing;240-27-2873;(919) 891-2054;Contract;29/04/2011;April; 9 ;; 80.330 ;4;;;;;;
Middleton, Jen;North;Manufacturing;565-95-2209;(252) 288-9972;Full Time;14/07/2000;July; 20 ; R ; 67.050 ;4;;;;;;
Miles, Kenneth;West;Operations;917-71-4039;(919) 440-2150;Full Time;20/03/2001;March; 19 ; M ; 70.480 ;4;;;;;;
Miller, Jessica;West;Engineering/Maintenance;733-41-3074;(919) 222-4790;Contract;26/06/2011;June; 9 ;; 83.070 ;3;;;;;;
Mills, Melissa;North;Logistics;425-59-8783;(919) 155-9081;Half-Time;21/10/2000;October; 20 ; D ; 21.220 ;3;;;;;;
Miranda, Elena;North;Quality Control;163-35-0417;(252) 646-6230;Full Time;11/03/2005;March; 16 ; DM ; 65.320 ;5;;;;;;
Mitchell, Shannon;North;Pharmacokinetics;974-91-2089;(919) 260-1200;Full Time;08/02/2000;February; 21 ; DMR ; 63.190 ;1;;;;;;
Molina, Michael;Main;Manufacturing;387-51-7948;(919) 821-3594;Full Time;15/01/2016;January; 5 ; DMR ; 47.440 ;3;;;;;;
Monroe, Justin;North;Research/Development;978-09-2408;(919) 188-8279;Contract;25/04/1999;April; 21 ;; 64.720 ;5;;;;;;
Montgomery, Chris;Watson;Quality Assurance;313-64-8228;(252) 499-8145;Full Time;20/10/2007;October; 13 ; R ; 82.490 ;5;;;;;;
Montoya, Lisa;Main;Manufacturing;147-72-4014;(919) 221-2512;Full Time;16/02/2001;February; 20 ; R ; 44.270 ;2;;;;;;
Moody, Matthew;Main;Manufacturing;505-96-6230;(919) 803-8161;Full Time;09/11/1997;November; 23 ; R ; 45.500 ;3;;;;;;
Hoffman, Brian D;Watson;Executive Education;291-79-8311;(252) 674-2736;Full Time;12/12/2001;December; 19 ; DMR ; 80.120 ;4;;;;;;
Morales, Linda;North;Major Mfg Projects;875-92-0441;(919) 171-5499;Half-Time;22/06/2007;June; 13 ; D ; 51.800 ;1;;;;;;
Moran, Carol;North;Quality Control;695-19-8896;(252) 353-3906;Contract;16/11/2002;November; 18 ;; 45.030 ;3;;;;;;
Moreno, Chris;South;Manufacturing Admin;742-94-6482;(919) 707-7326;Full Time;01/06/1997;June; 23 ; DMR ; 39.160 ;3;;;;;;
Morgan, Patricia;Main;Project & Contract Services;638-49-5756;(252) 892-2252;Contract;26/09/1997;September; 23 ;; 44.720 ;2;;;;;;
Morris, Richelle;Main;Project & Contract Services;339-48-8599;(919) 126-7946;Contract;13/03/2007;March; 14 ;; 60.070 ;3;;;;;;
Morrison, Julie;North;Quality Assurance;420-73-9404;(919) 778-5583;Full Time;16/11/1995;November; 25 ; R ; 24.840 ;1;;;;;;
Morrow, Richard;West;Project & Contract Services;476-24-3591;(919) 718-8067;Full Time;01/08/2000;August; 20 ; DMR ; 50.570 ;4;;;;;;
Morse, Michael;Taft;Manufacturing;338-97-7629;(252) 425-2315;Full Time;22/10/2002;October; 18 ; DMR ; 78.570 ;1;;;;;;
Morton, Brian;Watson;Project & Contract Services;868-36-4739;(919) 525-5121;Half-Time;08/02/2015;February; 6 ; DMR ; 11.810 ;1;;;;;;
Moses, Mark;West;Manufacturing;427-26-0216;(919) 899-9194;Half-Time;28/04/1998;April; 22 ; DM ; 18.895 ;4;;;;;;
Mosley, Michael;Main;Quality Control;111-61-6346;(252) 571-7431;Contract;10/07/1996;July; 24 ;; 61.134 ;4;;;;;;
Moss, Chan;Main;Process Development;934-44-7306;(252) 598-1242;Full Time;07/03/1998;March; 23 ; R ; 73.030 ;5;;;;;;
Mueller, Philip;West;Engineering/Maintenance;393-39-3249;(919) 498-0674;Contract;21/08/2004;August; 16 ;; 23.560 ;3;;;;;;
Mullins, Angela;Taft;Peptide Chemistry;755-94-5415;(252) 437-3324;Contract;20/03/2015;March; 5 ;; 74.020 ;2;;;;;;
Munoz, Michael;Main;Project & Contract Services;278-12-9861;(919) 856-1246;Contract;30/05/2015;May; 5 ;; 39.550 ;5;;;;;;
Murphy, Jeff;West;Engineering/Maintenance;822-97-4734;(252) 492-4736;Hourly;07/09/2004;September; 16 ;; 33.056 ;5;;;;;;
Murray, Rebecca;North;Logistics;659-76-6304;(919) 587-6028;Full Time;26/12/2001;December; 19 ; R ; 37.750 ;5;;;;;;
Myers, Marc;Main;Research Center;510-70-0395;(919) 669-0862;Full Time;24/01/2006;January; 15 ; DMR ; 63.670 ;5;;;;;;
Nash, Mark;Main;Project & Contract Services;867-10-0310;(919) 137-6854;Full Time;05/06/2004;June; 16 ; R ; 65.910 ;5;;;;;;
Navarro, Marc;West;Quality Control;210-49-1464;(919) 840-5552;Full Time;19/03/2013;March; 7 ; DMR ; 79.380 ;5;;;;;;
Neal, Sally;North;Engineering/Maintenance;951-51-6517;(252) 493-6058;Full Time;03/08/1997;August; 23 ; R ; 71.670 ;4;;;;;;
Howard, Lisa;Taft;Executive Education;938-50-8346;(252) 673-8901;Contract;23/10/1995;October; 25 ;; 80.050 ;2;;;;;;
Newman, Aria;West;International Clinical Safety;885-77-3638;(919) 618-8082;Full Time;28/11/2004;November; 16 ; R ; 75.060 ;5;;;;;;
Newton, Leigh;West;Process Development;869-52-4136;(919) 364-0748;Full Time;17/07/2001;July; 19 ; R ; 43.410 ;1;;;;;;
Nguyen, Dennis;Taft;Process Development;761-33-7848;(919) 396-7339;Contract;02/04/1999;April; 21 ;; 66.710 ;2;;;;;;
Nichols, Nathaniel;North;Peptide Chemistry;167-64-6549;(919) 718-7041;Contract;15/04/2008;April; 12 ;; 78.100 ;3;;;;;;
Nicholson, Lee;North;Quality Assurance;693-96-5055;(252) 785-3314;Full Time;31/01/1997;January; 24 ; DMR ; 68.470 ;4;;;;;;
Nixon, Randy;North;Quality Control;471-06-4761;(919) 180-0673;Hourly;19/02/2000;February; 21 ;; 26.944 ;4;;;;;;
Noble, Michael;South;Manufacturing;396-72-7504;(919) 320-4992;Contract;29/12/2004;December; 16 ;; 41.840 ;2;;;;;;
Norman, Rita;Main;Manufacturing;257-24-9459;(919) 777-5023;Contract;04/02/2005;February; 16 ;; 57.600 ;3;;;;;;
Norris, Tamara;South;Quality Control;276-87-3359;(252) 230-4625;Full Time;13/01/2012;January; 9 ; M ; 25.690 ;2;;;;;;
Norton, Bruce;Taft;Quality Control;635-24-0617;(919) 225-9651;Full Time;29/08/2005;August; 15 ; R ; 47.630 ;3;;;;;;
Jefferson, Elaine;Watson;Executive Education;707-88-2019;(252) 337-3445;Contract;15/04/2004;April; 16 ;; 86.970 ;4;;;;;;
Obrien, Madelyn;North;Quality Control;283-47-6654;(919) 704-9910;Full Time;01/01/1997;January; 24 ; DM ; 46.550 ;4;;;;;;
Oconnor, Kent;North;Manufacturing;930-28-2755;(919) 238-0636;Half-Time;17/02/2001;February; 20 ; DMR ; 46.285 ;5;;;;;;
Oliver, Francisco;Main;Audit Services;216-60-7562;(252) 159-3705;Full Time;14/11/2001;November; 19 ; R ; 49.360 ;2;;;;;;
Olsen, Ewan;Main;Manufacturing;280-30-4785;(252) 591-8708;Full Time;05/05/2003;May; 17 ; DMR ; 40.340 ;2;;;;;;
Olson, Melanie;Main;Quality Assurance;272-65-9955;(919) 412-7875;Full Time;28/08/1998;August; 22 ; M ; 48.490 ;2;;;;;;
Oneal, William;Main;Manufacturing;698-86-9555;(252) 605-2545;Half-Time;23/09/2004;September; 16 ; M ; 41.615 ;1;;;;;;
Orr, Jennifer;Watson;Process Development;851-40-0058;(919) 601-2031;Half-Time;19/05/2015;May; 5 ; DMR ; 16.925 ;1;;;;;;
Ortega, Jeffrey;North;Manufacturing;251-82-4309;(919) 795-0668;Contract;07/05/2005;May; 15 ;; 45.420 ;1;;;;;;
Ortiz, Cynthia;North;Engineering/Maintenance;667-81-2117;(252) 639-6432;Full Time;07/03/1997;March; 24 ; DM ; 31.830 ;3;;;;;;
Osborne, Bill;North;Engineering/Operations;207-50-6781;(919) 412-5294;Full Time;03/02/2014;February; 7 ; DMR ; 76.440 ;3;;;;;;
Owen, Robert;South;Major Mfg Projects;746-49-7232;(919) 668-1578;Contract;12/03/2005;March; 16 ; R ; 69.410 ;4;;;;;;
Owens, Dwight;West;ADC;948-19-5711;(252) 353-9786;Contract;20/12/2011;December; 9 ;; 42.540 ;5;;;;;;
Pace, Joseph;North;Audit Services;237-35-9447;(919) 588-2405;Full Time;13/09/1998;September; 22 ; DMR ; 73.440 ;1;;;;;;
Pacheco, Therese;West;Project & Contract Services;174-15-9111;(919) 167-5237;Full Time;25/05/2001;May; 19 ; DM ; 72.700 ;5;;;;;;
Padilla, Christopher;Taft;Quality Assurance;593-58-4018;(919) 462-6281;Full Time;19/05/1996;May; 24 ; DMR ; 67.920 ;4;;;;;;
Page, Lisa;Taft;Operations;662-97-4752;(252) 604-0465;Full Time;04/06/2004;June; 16 ; R ; 51.410 ;4;;;;;;
Palmer, Terry;West;Manufacturing;865-07-3824;(252) 478-5979;Full Time;11/05/1999;May; 21 ; D ; 34.480 ;3;;;;;;
Park, Timothy;North;Quality Control;800-68-5434;(252) 582-1616;Full Time;20/12/2005;December; 15 ; D ; 49.930 ;1;;;;;;
Parker, Carl;Main;Project & Contract Services;191-35-9642;(252) 868-7353;Full Time;16/02/1996;February; 25 ; DMR ; 24.090 ;4;;;;;;
Parks, Christopher;South;Project & Contract Services;422-46-3024;(919) 387-6146;Full Time;10/10/1999;October; 21 ; DM ; 88.820 ;2;;;;;;
Parrish, Debra;West;Engineering/Maintenance;721-17-3550;(252) 835-6334;Full Time;16/04/1997;April; 23 ; DMR ; 71.150 ;2;;;;;;
Parsons, Phillip;North;Quality Control;380-30-4349;(252) 612-9939;Full Time;08/11/2004;November; 16 ; R ; 35.460 ;1;;;;;;
Patel, Donald;West;Manufacturing;136-62-0388;(919) 511-9214;Full Time;27/07/2002;July; 18 ; DM ; 70.020 ;3;;;;;;
Patrick, Wendy;West;Project & Contract Services;160-18-4934;(919) 119-1599;Half-Time;18/01/2000;January; 21 ; R ; 10.700 ;4;;;;;;
Patterson, Robert;Main;Manufacturing;676-03-0562;(919) 825-3211;Full Time;08/07/2002;July; 18 ; DMR ; 60.100 ;1;;;;;;
Patton, Corey;West;Manufacturing;561-96-8668;(252) 243-3774;Full Time;16/01/2011;January; 10 ; DM ; 76.584 ;1;;;;;;
Paul, Michael;South;Manufacturing;596-00-8829;(919) 872-1709;Contract;20/05/2003;May; 17 ;; 45.050 ;1;;;;;;
Payne, Vicky;West;Operations;980-96-0186;(919) 151-7218;Half-Time;01/11/2011;November; 9 ; R ; 47.705 ;5;;;;;;
Pearson, Cassy;Main;Quality Control;375-87-5723;(252) 602-6842;Contract;09/11/1999;November; 21 ;; 64.263 ;3;;;;;;
Pena, Erik;Main;Manufacturing;512-40-5919;(919) 585-8234;Full Time;14/04/2007;April; 13 ; M ; 64.130 ;1;;;;;;
Pennington, Gary;Watson;Professional Training Group;834-06-1135;(919) 847-2270;Full Time;17/07/1996;July; 24 ; M ; 44.560 ;2;;;;;;
Perez, Kim;Main;Quality Assurance;705-18-6668;(919) 392-2813;Hourly;15/05/1998;May; 22 ;; 26.484 ;5;;;;;;
Perkins, Donald;Main;Quality Control;750-00-6979;(252) 844-4054;Half-Time;28/12/1997;December; 23 ; M ; 27.710 ;3;;;;;;
Perry, Christopher;North;Manufacturing;597-13-1266;(919) 504-3141;Full Time;16/07/2002;July; 18 ; DM ; 66.430 ;2;;;;;;
Peters, Robert;North;Quality Assurance;983-04-7016;(919) 845-1642;Contract;31/12/2010;December; 10 ;; 85.930 ;2;;;;;;
Petersen, Timothy;Main;Project & Contract Services;209-84-6975;(252) 263-9452;Half-Time;09/10/2006;October; 14 ; D ; 12.545 ;4;;;;;;
Koch, Danielle;North;Executive Education;585-81-5837;(919) 498-3657;Half-Time;10/11/1997;November; 23 ; D ; 18.655 ;4;;;;;;
Phelps, Gretchen;Watson;Manufacturing;378-18-9642;(252) 622-8199;Contract;20/07/2008;July; 12 ;; 64.220 ;5;;;;;;
Phillips, Liesl;Main;Manufacturing;380-65-3169;(919) 474-3535;Full Time;16/04/1998;April; 22 ; R ; 81.980 ;2;;;;;;
Pierce, Karen;Main;Project & Contract Services;379-34-0654;(919) 864-2893;Full Time;29/04/2003;April; 17 ; D ; 36.890 ;1;;;;;;
Pittman, Bacardi;West;Engineering/Maintenance;474-99-9228;(919) 384-8677;Contract;04/08/2003;August; 17 ;; 76.930 ;1;;;;;;
Pitts, Dana;West;Project & Contract Services;643-97-9374;(252) 123-0519;Contract;04/02/2002;February; 19 ;; 49.530 ;4;;;;;;
Poole, Tracy;Main;Manufacturing;470-71-9383;(919) 784-8542;Full Time;18/05/2003;May; 17 ; DMR ; 75.120 ;5;;;;;;
Pope, Duane;North;Project & Contract Services;938-72-3321;(919) 645-6972;Contract;03/07/2012;July; 8 ;; 89.640 ;4;;;;;;
Porter, Rachel;Watson;Project & Contract Services;289-10-3201;(919) 292-1836;Full Time;28/02/2012;February; 9 ; DMR ; 73.830 ;2;;;;;;
Potter, Dawn;North;Logistics;393-05-1351;(919) 750-8998;Half-Time;14/02/2001;February; 20 ; D ; 32.835 ;2;;;;;;
Powell, Juli;West;Logistics;870-60-1943;(919) 609-7340;Contract;17/12/1999;December; 21 ;; 45.040 ;5;;;;;;
Powers, Tia;Main;Quality Control;159-59-4851;(919) 408-4456;Full Time;01/03/2016;March; 5 ; D ; 40.260 ;5;;;;;;
Pratt, Erik;North;Manufacturing;110-54-7055;(252) 696-6637;Half-Time;03/05/2004;May; 16 ; R ; 11.065 ;1;;;;;;
Preston, Chris;Watson;Manufacturing;858-80-0513;(919) 354-7588;Full Time;02/06/2012;June; 8 ; DM ; 71.030 ;3;;;;;;
Price, Diana;North;Operations;294-16-1481;(252) 120-1242;Half-Time;11/08/2003;August; 17 ; DMR ; 47.885 ;1;;;;;;
Prince, Robert;Main;Project & Contract Services;336-02-5451;(252) 234-4526;Contract;09/03/1999;March; 22 ;; 56.650 ;1;;;;;;
Pruitt, Randy;Main;Professional Training Group;967-82-6310;(919) 610-0410;Full Time;06/01/1996;January; 25 ; D ; 35.320 ;3;;;;;;
Pugh, Lawrence;Watson;Quality Control;929-69-4686;(919) 448-3888;Full Time;09/10/2015;October; 5 ; R ; 70.730 ;1;;;;;;
Quinn, Cinnamon;Watson;Environmental Health/Safety;452-69-2136;(252) 410-6437;Full Time;08/01/2002;January; 19 ; M ; 26.510 ;1;;;;;;
Ramirez, Keith;Main;Manufacturing;843-06-4707;(919) 268-7844;Contract;01/03/2016;March; 5 ;; 57.110 ;3;;;;;;
Mann, Lowell;West;Executive Education;681-59-6577;(919) 238-7348;Contract;09/01/2001;January; 20 ;; 35.260 ;2;;;;;;
Ramsey, Nathaniel;Watson;Manufacturing;165-91-7010;(252) 703-8033;Contract;18/09/1999;September; 21 ;; 80.690 ;3;;;;;;
Randall, Yvonne;Taft;Operations;345-81-7459;(919) 559-4427;Contract;24/11/2003;November; 17 ;; 31.270 ;5;;;;;;
Randolph, Kristin;South;Engineering/Maintenance;247-27-6092;(252) 263-6516;Contract;09/12/2000;December; 20 ;; 64.390 ;2;;;;;;
Ray, ReAnnon;North;Quality Control;771-11-0153;(919) 679-9516;Full Time;04/05/2012;May; 8 ; DMR ; 24.980 ;3;;;;;;
Reed, Larry;North;Project & Contract Services;965-91-6299;(919) 355-2027;Full Time;06/07/2002;July; 18 ; DM ; 24.340 ;4;;;;;;
Reese, Marc;Main;Quality Control;793-25-6568;(919) 699-9991;Full Time;11/08/2001;August; 19 ; DMR ; 27.130 ;5;;;;;;
Reeves, Greg;West;Audit Services;796-07-9833;(252) 532-7906;Half-Time;27/02/2002;February; 19 ; DMR ; 11.025 ;1;;;;;;
Reid, Elizabeth;West;Quality Control;683-67-0378;(919) 625-9106;Full Time;11/10/2009;October; 11 ; R ; 81.340 ;2;;;;;;
Reyes, Mary;Main;Process Development;931-97-7751;(919) 447-1952;Full Time;05/05/2000;May; 20 ; DMR ; 25.830 ;5;;;;;;
Reynolds, Barbara;Main;Engineering/Maintenance;721-16-9660;(252) 671-1140;Full Time;20/01/2015;January; 6 ; DM ; 38.730 ;1;;;;;;
Rhodes, Brenda;Main;Project & Contract Services;317-19-3890;(919) 235-0434;Full Time;04/05/1998;May; 22 ; M ; 69.420 ;2;;;;;;
Rice, Diane;Watson;Logistics;956-29-1859;(252) 115-6902;Contract;05/01/2015;January; 6 ;; 45.710 ;3;;;;;;
Rich, Brent;West;Operations;261-92-0277;(252) 427-2773;Full Time;16/12/2002;December; 18 ; D ; 86.830 ;3;;;;;;
Richard, Karen;North;Quality Assurance;125-54-0405;(252) 458-9262;Full Time;09/01/2004;January; 17 ; DMR ; 58.410 ;5;;;;;;
Meyer, Charles;North;Executive Education;828-99-6583;(252) 128-2202;Hourly;22/08/1995;August; 25 ;; 14.712 ;5;;;;;;
Richardson, Debbie;South;Logistics;291-84-1866;(919) 153-4053;Full Time;11/07/1997;July; 23 ; DMR ; 64.510 ;3;;;;;;
Riley, David;West;Manufacturing;684-05-4281;(252) 288-8726;Full Time;24/03/2009;March; 11 ; DMR ; 47.340 ;2;;;;;;
Rios, Fredrick;South;Quality Control;723-06-6626;(252) 539-9385;Contract;10/01/2010;January; 11 ;; 32.880 ;3;;;;;;
Rivera, Timothy;West;Logistics;429-28-3827;(919) 550-8095;Full Time;10/02/2005;February; 16 ; R ; 71.380 ;2;;;;;;
Rivers, Douglas;North;Environmental Health/Safety;510-19-0628;(252) 740-5629;Full Time;20/12/2011;December; 9 ; R ; 43.680 ;5;;;;;;
Robbins, Suzanne;South;Operations;991-76-4142;(919) 249-0678;Contract;20/06/2000;June; 20 ;; 81.930 ;5;;;;;;
Roberson, Eileen;Main;Logistics;736-68-8620;(252) 456-2999;Half-Time;01/09/2013;September; 7 ; DMR ; 39.515 ;5;;;;;;
Roberts, Jackie;North;Engineering/Maintenance;427-81-1310;(919) 136-2796;Contract;24/04/2011;April; 9 ;; 89.310 ;5;;;;;;
Robertson, Nathan;West;Quality Control;145-49-5793;(252) 160-3964;Half-Time;03/07/2000;July; 20 ; D ; 23.000 ;4;;;;;;
Peterson, Shaun;South;Executive Education;581-82-3751;(252) 857-7225;Contract;01/12/2007;December; 13 ;; 73.390 ;2;;;;;;
Robles, Charles;North;Engineering/Maintenance;129-39-7083;(252) 139-1475;Full Time;08/12/2015;December; 5 ; M ; 68.910 ;5;;;;;;
Rodgers, Daniel;South;Manufacturing;350-10-4448;(919) 388-3356;Full Time;23/01/2002;January; 19 ; M ; 44.920 ;1;;;;;;
Rodriguez, Scott;South;Manufacturing;466-29-3520;(252) 444-2142;Hourly;12/03/1997;March; 24 ;; 22.344 ;4;;;;;;
Rodriquez, Denise;Main;Project & Contract Services;561-53-0671;(919) 299-9652;Full Time;14/07/1996;July; 24 ; DM ; 54.500 ;5;;;;;;
Rogers, Colleen;Main;Logistics;503-34-9830;(919) 199-9230;Full Time;31/03/1996;March; 24 ; R ; 32.140 ;2;;;;;;
Rojas, Charles;North;Manufacturing;682-50-0261;(919) 116-3627;Full Time;15/04/2000;April; 20 ; DM ; 63.070 ;1;;;;;;
Roman, Teri;North;Process Development;824-04-6378;(919) 633-5284;Full Time;26/08/2001;August; 19 ; D ; 67.230 ;4;;;;;;
